week_start,iso_year,iso_week,week_index,state,district,rainfall_mm,turbidity_NTU,sanitation_index,temp_C,DO_mg_L,pH,conductivity_uS_cm,BOD_mg_L,nitrate_mg_L,fecal_coliform_MPN_100mL,total_coliform_MPN_100mL,cases_week,outbreak_label
08-02-2021,2021,6,2021-W06,Tripura,North Tripura,1.5,2.16,0.61,27,4.8,6.91,147,1.16,0.81,31,228,0,Low
08-02-2021,2021,6,2021-W06,Tripura,South Tripura,5.2,1.84,0.52,24.9,5.18,7.76,137.2,1.64,0.75,36,118,0,Low
08-02-2021,2021,6,2021-W06,Tripura,Sepahijala,5.4,1.95,0.68,26.6,4.45,7.28,188.1,1.53,0.85,33,164,1,Low
08-02-2021,2021,6,2021-W06,Sikkim,East Sikkim,4,0.5,0.56,9.5,8.48,6.95,83.8,1.9,0.23,23,89,1,Low
08-02-2021,2021,6,2021-W06,Sikkim,North Sikkim,9.2,0.5,0.63,4.5,8.55,7.08,93,1.84,0.45,29,94,0,Low
08-02-2021,2021,6,2021-W06,Sikkim,West Sikkim,20.5,0.56,0.41,4.3,7.93,7.36,117.2,1.8,0.33,21,90,0,Low
08-02-2021,2021,6,2021-W06,Sikkim,South Sikkim,0.7,1.21,0.66,9.9,7.98,7.06,116.5,1.75,0.06,23,109,1,Low
08-02-2021,2021,6,2021-W06,Arunachal Pradesh,Papum Pare,1.2,3.37,0.84,21.3,6.59,8.1,71.6,3.43,1.07,1621,2431,32,High
08-02-2021,2021,6,2021-W06,Arunachal Pradesh,East Kameng,1.9,3.01,0.51,33.8,4.46,6.63,171,2.38,1.36,1060,2537,23,High
08-02-2021,2021,6,2021-W06,Arunachal Pradesh,West Siang,3.5,3,0.81,33.6,6.6,7.5,68.6,1.3,0.94,156,1970,0,Low
08-02-2021,2021,6,2021-W06,Arunachal Pradesh,Tawang,0.8,3.43,0.5,29,5.15,6.96,229,3.3,1.83,1473,2214,19,High
15-02-2021,2021,7,2021-W07,Assam,Kamrup Metro,2.1,6.27,0.94,33.9,3.61,7.66,224.3,22.53,3.21,1566,2239,31,High
15-02-2021,2021,7,2021-W07,Assam,Dibrugarh,5,5.22,0.45,32.8,3.02,7.42,73.5,14.2,2.75,868,2132,18,High
15-02-2021,2021,7,2021-W07,Assam,Jorhat,6.2,7.32,0.84,29.7,5.67,6.94,177.7,19.97,4.92,1549,2299,20,High
15-02-2021,2021,7,2021-W07,Assam,Nagaon,6.9,5.24,0.53,34.1,7.13,7.22,273,18.49,1.1,1141,2040,18,High
15-02-2021,2021,7,2021-W07,Meghalaya,East Khasi Hills,1.7,3.65,0.88,13,5.69,7.31,186.8,3.74,3.2,180,1167,6,Medium
15-02-2021,2021,7,2021-W07,Meghalaya,West Khasi Hills,2.7,1.16,0.92,14.1,7.48,7.34,81.9,3.6,3.66,258,1281,3,Medium
15-02-2021,2021,7,2021-W07,Meghalaya,Ri-Bhoi,1.2,0.5,0.63,12.1,6.51,6.88,146.5,2.62,2.35,489,424,0,Low
15-02-2021,2021,7,2021-W07,Meghalaya,South West Garo Hills,11.1,3.06,0.95,15.2,8.13,6.76,208.6,1.2,4.47,272,1308,0,Low
15-02-2021,2021,7,2021-W07,Manipur,Imphal West,2.6,2.61,0.35,28,6.2,7.53,167.4,2.92,0.7,27,72,0,Low
15-02-2021,2021,7,2021-W07,Manipur,Imphal East,3.4,1.84,0.57,25.6,6.31,7.22,389.7,2.95,0.6,21,79,1,Low
15-02-2021,2021,7,2021-W07,Manipur,Churachandpur,10.2,1.1,0.71,22.9,6.23,7.21,281.7,3.21,1.39,23,88,5,Medium
15-02-2021,2021,7,2021-W07,Manipur,Thoubal,4.5,1.81,0.56,23.6,7.76,7.7,384.3,3.47,0.78,20,127,4,Medium
15-02-2021,2021,7,2021-W07,Mizoram,Aizawl,4.4,1.98,0.7,27.8,3.7,8.27,222.6,1.52,0.47,1075,882,31,High
15-02-2021,2021,7,2021-W07,Mizoram,Lunglei,11.9,2,0.58,21.4,3.09,5.84,115.2,1.63,0.65,1254,449,16,High
15-02-2021,2021,7,2021-W07,Mizoram,Kolasib,13.5,1.61,0.71,24.3,3.97,6.08,35,1.3,0.63,918,1388,16,High
15-02-2021,2021,7,2021-W07,Mizoram,Serchhip,1.6,1.94,0.39,20.9,3.05,8.18,94.5,1.58,0.62,1497,1169,16,High
15-02-2021,2021,7,2021-W07,Nagaland,Kohima,3.7,2.41,0.67,24.7,5.5,6.6,126.1,1.19,1.61,482,863,0,Low
15-02-2021,2021,7,2021-W07,Nagaland,Dimapur,11,2.76,0.63,26.5,5.67,6.94,215.7,2.27,0.49,767,1038,7,Medium
15-02-2021,2021,7,2021-W07,Nagaland,Mokokchung,2.1,3.39,0.41,35.4,5.69,6.73,152.2,1.93,4.09,576,486,5,Medium
15-02-2021,2021,7,2021-W07,Nagaland,Wokha,1.6,0.78,0.69,31.6,5.66,6.79,154.3,1.83,3.4,439,1425,0,Low
15-02-2021,2021,7,2021-W07,Tripura,West Tripura,1.1,0.5,0.71,26.2,4.39,7.03,175.7,1.17,0.8,33,233,0,Low
15-02-2021,2021,7,2021-W07,Tripura,North Tripura,6.8,1.7,0.73,20.2,4.22,6.76,131.2,1.24,0.83,34,383,0,Low
15-02-2021,2021,7,2021-W07,Tripura,South Tripura,5,3.44,0.44,25.2,4.33,7.71,125.4,1.7,0.58,32,193,1,Low
15-02-2021,2021,7,2021-W07,Tripura,Sepahijala,3,0.52,0.75,30.9,4.26,6.78,192.8,1.7,0.62,33,279,2,Low
15-02-2021,2021,7,2021-W07,Sikkim,East Sikkim,4.2,1.09,0.68,11.7,8.53,7.39,32.7,1.89,0.29,23,89,0,Low
15-02-2021,2021,7,2021-W07,Sikkim,North Sikkim,3.1,0.5,0.7,2.5,8.44,7.02,84.2,1.79,0.28,29,96,0,Low
15-02-2021,2021,7,2021-W07,Sikkim,West Sikkim,1.9,0.66,0.78,12.7,8.15,7.01,122.3,1.83,0.17,26,98,0,Low
15-02-2021,2021,7,2021-W07,Sikkim,South Sikkim,8,1.49,0.42,11.8,8.56,7.31,67.2,1.73,0.34,22,163,0,Low
15-02-2021,2021,7,2021-W07,Arunachal Pradesh,Papum Pare,2.3,3.82,0.52,19.9,6.81,7.93,174.3,2.88,0.5,968,1578,9,Medium
15-02-2021,2021,7,2021-W07,Arunachal Pradesh,East Kameng,6.6,2.58,0.37,20.7,7.03,7.16,116.7,1.11,2.15,1395,1966,7,Medium
15-02-2021,2021,7,2021-W07,Arunachal Pradesh,West Siang,4.6,4.7,0.92,26.3,7.07,7.86,106.3,3.36,2.68,581,3378,25,High
15-02-2021,2021,7,2021-W07,Arunachal Pradesh,Tawang,2.4,1.46,0.59,21.6,5.6,7.81,48.7,1.17,2.85,632,1223,9,Medium
22-02-2021,2021,8,2021-W08,Assam,Kamrup Metro,16.4,4.65,0.68,21.9,4.94,6.82,444.8,16.1,5.26,1487,1974,37,High
22-02-2021,2021,8,2021-W08,Assam,Dibrugarh,7.3,5.1,0.52,28.9,8.36,7.57,222.9,20.81,5.72,1362,2057,20,High
22-02-2021,2021,8,2021-W08,Assam,Jorhat,4.1,6.18,0.37,34.8,6.26,7.8,289.3,18.68,5.08,995,1417,25,High
22-02-2021,2021,8,2021-W08,Assam,Nagaon,6.6,4.92,0.44,33.4,4.57,6.89,182.4,3.63,5.23,488,2436,6,Medium
22-02-2021,2021,8,2021-W08,Meghalaya,East Khasi Hills,2.7,3.3,0.47,16.3,5.91,7.09,107.1,1.42,3.27,441,1418,0,Low
22-02-2021,2021,8,2021-W08,Meghalaya,West Khasi Hills,5.8,1.45,0.53,12.6,5.96,7.99,146.2,2.09,4.29,355,1808,1,Low
22-02-2021,2021,8,2021-W08,Meghalaya,Ri-Bhoi,1.9,1.29,0.2,17.5,7.67,8.59,61.2,2.42,4.03,66,826,0,Low
22-02-2021,2021,8,2021-W08,Meghalaya,South West Garo Hills,0.9,0.5,0.36,14.1,8.58,7.48,172,3.17,0.32,281,301,6,Medium
22-02-2021,2021,8,2021-W08,Manipur,Imphal West,5,2.55,0.63,23.1,6.02,7.06,516.6,4.05,1.47,15,85,10,Medium
22-02-2021,2021,8,2021-W08,Manipur,Imphal East,7.7,0.5,0.57,27.8,7.6,7.54,239.5,3.08,0.59,24,109,3,Medium
22-02-2021,2021,8,2021-W08,Manipur,Churachandpur,7.4,2.79,0.4,20.2,6.55,7.58,460.2,4,1.29,29,89,5,Medium
22-02-2021,2021,8,2021-W08,Manipur,Thoubal,6.4,2.26,0.34,24,6.56,7.62,246.1,3.99,1.42,19,88,8,Medium
22-02-2021,2021,8,2021-W08,Mizoram,Aizawl,3.6,1.82,0.65,22.6,3.01,6.88,159.5,1.47,0.63,1425,1412,37,High
22-02-2021,2021,8,2021-W08,Mizoram,Lunglei,2.8,1.26,0.43,20.3,2.85,7.21,296.9,1.45,0.61,980,1576,18,High
22-02-2021,2021,8,2021-W08,Mizoram,Kolasib,1,1.49,0.37,23.1,3.5,6.86,233.9,1.6,0.33,815,1160,17,High
22-02-2021,2021,8,2021-W08,Mizoram,Serchhip,2.6,2.83,0.72,25.3,4.13,6.8,100.6,1.29,0.33,1745,1557,21,High
22-02-2021,2021,8,2021-W08,Nagaland,Kohima,1.2,1.18,0.51,34.2,5.69,7.34,178.5,1.91,0.45,470,1260,0,Low
22-02-2021,2021,8,2021-W08,Nagaland,Dimapur,5.6,2.91,0.7,33.9,5.59,7.38,210.4,1.75,3.24,390,843,1,Low
22-02-2021,2021,8,2021-W08,Nagaland,Mokokchung,5.4,2.57,0.49,24.9,5.52,6.69,233.9,1.94,4.2,153,1231,0,Low
22-02-2021,2021,8,2021-W08,Nagaland,Wokha,1.6,2.56,0.85,30.5,5.48,7.56,186.3,1.07,4.97,259,1214,0,Low
22-02-2021,2021,8,2021-W08,Tripura,West Tripura,1.3,0.5,0.63,22.4,4.77,7.67,145.8,1.4,0.52,33,258,0,Low
22-02-2021,2021,8,2021-W08,Tripura,North Tripura,9.3,2.04,0.33,29.4,5.25,7.4,161.5,1.81,0.67,31,301,0,Low
22-02-2021,2021,8,2021-W08,Tripura,South Tripura,5.5,2.17,0.58,31.3,4.9,7.48,179.4,1.15,0.63,34,207,0,Low
22-02-2021,2021,8,2021-W08,Tripura,Sepahijala,1.7,1.06,0.61,25.4,5.12,6.59,152.9,1.72,0.79,34,263,0,Low
22-02-2021,2021,8,2021-W08,Sikkim,East Sikkim,4.9,1.92,0.91,7.3,8.05,7.21,51,1.79,0.4,43,114,0,Low
22-02-2021,2021,8,2021-W08,Sikkim,North Sikkim,12.6,2.26,0.58,10,8.29,6.8,32.3,1.72,0.37,16,81,0,Low
22-02-2021,2021,8,2021-W08,Sikkim,West Sikkim,2.9,3.7,0.79,2.2,8.4,7.29,108.1,1.9,0.09,23,127,1,Low
22-02-2021,2021,8,2021-W08,Sikkim,South Sikkim,4.6,1.01,0.65,5.6,8.07,7.32,83.2,1.82,0.07,28,108,0,Low
22-02-2021,2021,8,2021-W08,Arunachal Pradesh,Papum Pare,2.1,3.64,0.55,29.6,6.77,7.37,266.7,3.59,2.65,1168,2046,37,High
22-02-2021,2021,8,2021-W08,Arunachal Pradesh,East Kameng,4.1,2.87,0.75,20.6,4.91,8.1,197.7,3.67,1.83,703,683,19,High
22-02-2021,2021,8,2021-W08,Arunachal Pradesh,West Siang,6.8,2.94,0.95,18.5,5.52,6.61,259.8,3.01,1.67,1393,2865,25,High
22-02-2021,2021,8,2021-W08,Arunachal Pradesh,Tawang,1.6,3.69,0.86,22.1,7.24,7.8,175.6,2.35,0.38,1026,2513,4,Medium
01-03-2021,2021,9,2021-W09,Assam,Kamrup Metro,5.4,6,0.71,20.7,2.25,7,381.7,14.8,1.47,887,3178,40,High
01-03-2021,2021,9,2021-W09,Assam,Dibrugarh,4.7,5.08,0.95,20.9,8.06,6.51,349.9,19.06,4.86,285,3281,24,High
01-03-2021,2021,9,2021-W09,Assam,Jorhat,1.3,4.58,0.45,21.7,5.89,8.32,445.7,12.47,3.6,1883,1816,20,High
01-03-2021,2021,9,2021-W09,Assam,Nagaon,3,8.92,0.79,26.2,5.04,6.95,353.4,25.06,4.73,1397,1912,26,High
01-03-2021,2021,9,2021-W09,Meghalaya,East Khasi Hills,1.3,0.5,0.64,17.4,6.11,6.63,213,2.46,3.43,186,1308,0,Low
01-03-2021,2021,9,2021-W09,Meghalaya,West Khasi Hills,2.6,2.61,0.45,13.2,4.55,7.68,107.4,2.81,3.92,410,1073,0,Low
01-03-2021,2021,9,2021-W09,Meghalaya,Ri-Bhoi,6.9,3.64,0.8,15.8,7.97,7.06,174.2,3.12,4.07,75,1723,13,Medium
01-03-2021,2021,9,2021-W09,Meghalaya,South West Garo Hills,4.3,3.52,0.61,18.7,4.8,6.96,141.9,2.69,3.41,359,1063,0,Low
01-03-2021,2021,9,2021-W09,Manipur,Imphal West,0.5,1.06,0.33,25.4,6.07,7.51,130.7,3.8,0.44,21,120,7,Medium
01-03-2021,2021,9,2021-W09,Manipur,Imphal East,8.7,0.5,0.61,23.3,6.02,7.42,468.1,3.22,0.37,25,81,6,Medium
01-03-2021,2021,9,2021-W09,Manipur,Churachandpur,3.7,2.32,0.72,20.1,7.18,7.07,413.8,3.49,0.74,29,80,4,Medium
01-03-2021,2021,9,2021-W09,Manipur,Thoubal,7.5,2.28,0.61,24.7,6.52,7.34,378.5,4.01,0.69,26,65,7,Medium
01-03-2021,2021,9,2021-W09,Mizoram,Aizawl,0.9,2.05,0.58,31.2,3.62,6.16,140.4,1.06,0.31,117,365,8,Medium
01-03-2021,2021,9,2021-W09,Mizoram,Lunglei,1.7,1.68,0.39,30.6,2.88,6.79,212.3,1.57,0.41,1208,790,18,High
01-03-2021,2021,9,2021-W09,Mizoram,Kolasib,0.5,2.68,0.33,22.4,4.05,8.25,123.8,1.6,0.77,973,987,16,High
01-03-2021,2021,9,2021-W09,Mizoram,Serchhip,3.2,2.16,0.43,31.5,4.64,7.32,106.4,1.35,0.69,628,800,17,High
01-03-2021,2021,9,2021-W09,Nagaland,Kohima,5.7,1.41,0.79,22.3,5.56,7.16,174,2.36,6.58,290,1553,1,Low
01-03-2021,2021,9,2021-W09,Nagaland,Dimapur,0.9,1.4,0.8,28.8,5.49,7.29,223,2.1,4.58,474,856,0,Low
01-03-2021,2021,9,2021-W09,Nagaland,Mokokchung,4.7,1.41,0.45,26.7,5.67,7.13,107.4,1.78,1.53,320,1085,0,Low
01-03-2021,2021,9,2021-W09,Nagaland,Wokha,3.8,2.51,0.36,35.4,5.66,6.9,115.8,1.19,5.34,609,1518,5,Medium
01-03-2021,2021,9,2021-W09,Tripura,West Tripura,18.4,3.41,0.65,26.5,4.75,7.73,154.1,2.31,0.59,39,220,0,Low
01-03-2021,2021,9,2021-W09,Tripura,North Tripura,5.8,0.5,0.4,24.1,4.1,6.86,188.2,2.34,0.79,35,252,0,Low
01-03-2021,2021,9,2021-W09,Tripura,South Tripura,1.4,2.03,0.6,28.9,5.05,6.87,209.1,2.13,0.84,31,199,0,Low
01-03-2021,2021,9,2021-W09,Tripura,Sepahijala,14.9,2.32,0.68,27.3,4.64,7.21,183.1,1.43,0.65,31,244,1,Low
01-03-2021,2021,9,2021-W09,Sikkim,East Sikkim,3.4,1.82,0.4,9.8,7.97,7.13,56.1,1.77,0.22,28,126,1,Low
01-03-2021,2021,9,2021-W09,Sikkim,North Sikkim,3.5,0.5,0.63,2.5,8.55,6.83,36.1,1.89,0.27,28,99,1,Low
01-03-2021,2021,9,2021-W09,Sikkim,West Sikkim,6.6,1.08,0.54,2.3,8.09,7.12,114.7,1.7,0.4,29,76,0,Low
01-03-2021,2021,9,2021-W09,Sikkim,South Sikkim,1.6,2.18,0.51,12.9,8.12,6.94,103.7,1.84,0.02,10,94,1,Low
01-03-2021,2021,9,2021-W09,Arunachal Pradesh,Papum Pare,5.3,2.21,0.73,23.4,4.58,6.74,45.5,2.93,1.5,752,1049,45,High
01-03-2021,2021,9,2021-W09,Arunachal Pradesh,East Kameng,5.9,2.21,0.47,31.6,7.94,6.9,149,2.18,2.44,1657,3171,1,Medium
01-03-2021,2021,9,2021-W09,Arunachal Pradesh,West Siang,7.1,1.65,0.69,22.9,5.85,7.08,187,2.42,1.68,1018,2852,2,Medium
01-03-2021,2021,9,2021-W09,Arunachal Pradesh,Tawang,0.3,3.14,0.54,29.6,6.12,7.94,247.2,3.17,1.22,1620,1833,20,High
08-03-2021,2021,10,2021-W10,Assam,Kamrup Metro,0.5,8.18,0.49,32.7,7.74,8.31,359.1,19.7,2.98,1379,3006,45,High
08-03-2021,2021,10,2021-W10,Assam,Dibrugarh,6.5,4.4,0.72,23.9,8.24,7.66,327.8,20.54,2.96,1065,3209,21,High
08-03-2021,2021,10,2021-W10,Assam,Jorhat,10.2,3.54,0.65,28.5,8.38,7.15,89.1,11.06,5.04,1613,2689,25,High
08-03-2021,2021,10,2021-W10,Assam,Nagaon,5.8,3.23,0.38,26.7,4.27,7.21,79.2,3.52,2.85,799,2868,21,High
08-03-2021,2021,10,2021-W10,Meghalaya,East Khasi Hills,4.2,3.02,0.4,20.7,8.58,7.01,131.8,1.7,3.65,360,432,1,Low
08-03-2021,2021,10,2021-W10,Meghalaya,West Khasi Hills,3.5,3.14,0.78,17.3,2.96,7.46,58.5,1.06,2.53,222,1557,0,Low
08-03-2021,2021,10,2021-W10,Meghalaya,Ri-Bhoi,2.2,1.99,0.58,20.2,5.91,7.64,159.1,1.68,2.15,337,1201,0,Low
08-03-2021,2021,10,2021-W10,Meghalaya,South West Garo Hills,12.8,2.95,0.81,17.9,8.25,7.14,51.1,1.88,4.21,326,1158,0,Low
08-03-2021,2021,10,2021-W10,Manipur,Imphal West,3.3,3.23,0.62,25.3,6.44,7.12,371.4,4.08,0.91,21,72,9,Medium
08-03-2021,2021,10,2021-W10,Manipur,Imphal East,2.2,1.39,0.45,19.5,7.15,7.42,511.5,3.05,0.07,25,104,5,Medium
08-03-2021,2021,10,2021-W10,Manipur,Churachandpur,3,3.02,0.89,25.4,6.49,7.22,374.3,3.07,1.39,20,45,1,Medium
08-03-2021,2021,10,2021-W10,Manipur,Thoubal,1.7,1.68,0.6,28.3,7,7.71,521.8,3.72,1.39,22,79,8,Medium
08-03-2021,2021,10,2021-W10,Mizoram,Aizawl,2.7,2.63,0.39,26.8,3.83,6.03,238.7,1.46,0.33,1375,1039,23,High
08-03-2021,2021,10,2021-W10,Mizoram,Lunglei,8.6,4.6,0.43,21.5,3.63,6.1,127,1.23,0.58,843,1250,21,High
08-03-2021,2021,10,2021-W10,Mizoram,Kolasib,11.1,2.15,0.55,30.8,3.11,7.72,161.7,1.01,0.44,1077,1639,16,High
08-03-2021,2021,10,2021-W10,Mizoram,Serchhip,6.7,0.82,0.37,22.5,3.37,6.47,130.5,1.41,0.51,668,1347,16,High
08-03-2021,2021,10,2021-W10,Nagaland,Kohima,8.1,2.64,0.63,26.3,5.41,7.88,219.2,1.12,2.25,554,1272,10,Medium
08-03-2021,2021,10,2021-W10,Nagaland,Dimapur,1.3,0.5,0.46,31.2,5.56,6.85,183.9,2.11,3.99,396,1430,0,Low
08-03-2021,2021,10,2021-W10,Nagaland,Mokokchung,1.1,1.91,0.5,22.8,5.65,6.57,156.4,2.17,5.51,351,1371,0,Low
08-03-2021,2021,10,2021-W10,Nagaland,Wokha,10.7,2.49,0.57,29.9,5.44,7.29,108,1.48,3.03,554,1486,7,Medium
08-03-2021,2021,10,2021-W10,Tripura,West Tripura,0.6,1.62,0.43,24.3,5.22,6.67,187,1.39,0.7,42,248,0,Low
08-03-2021,2021,10,2021-W10,Tripura,North Tripura,5.9,0.5,0.86,29.7,4.99,6.47,200.1,1.22,0.76,37,260,6,Medium
08-03-2021,2021,10,2021-W10,Tripura,South Tripura,4.1,1.98,0.79,20.1,4.81,7.21,185.1,1.47,0.7,31,231,0,Low
08-03-2021,2021,10,2021-W10,Tripura,Sepahijala,3,2.61,0.65,22.4,4.58,7.18,182.4,1.4,0.65,36,204,0,Low
08-03-2021,2021,10,2021-W10,Sikkim,East Sikkim,3.7,1.78,0.28,3.5,8.42,7.34,82.2,1.7,0.17,41,68,0,Low
08-03-2021,2021,10,2021-W10,Sikkim,North Sikkim,8.4,1.98,0.62,3.3,8.4,6.71,72.1,1.86,0.13,33,151,0,Low
08-03-2021,2021,10,2021-W10,Sikkim,West Sikkim,2.6,2.33,0.53,12.6,8.08,7.4,73.9,1.8,0.38,21,55,0,Low
08-03-2021,2021,10,2021-W10,Sikkim,South Sikkim,6.7,4.42,0.75,2.9,8.58,7.15,125.3,1.8,0.43,14,114,0,Low
08-03-2021,2021,10,2021-W10,Arunachal Pradesh,Papum Pare,1.8,0.58,0.57,19.8,4.47,7.2,151.9,1.39,3.28,838,1187,33,High
08-03-2021,2021,10,2021-W10,Arunachal Pradesh,East Kameng,1.9,2.29,0.52,26.1,4.32,7.3,175.1,3.63,2.09,1228,2003,19,High
08-03-2021,2021,10,2021-W10,Arunachal Pradesh,West Siang,3.5,3.47,0.6,27.2,4.63,7.36,185.3,3.3,0.21,910,1764,21,High
08-03-2021,2021,10,2021-W10,Arunachal Pradesh,Tawang,6.2,4.61,0.76,18.1,7.02,7.77,81.9,2.92,3.27,1317,2012,10,Medium
15-03-2021,2021,11,2021-W11,Assam,Kamrup Metro,7.6,3.42,0.56,27.7,1.07,7.47,296.2,1.96,0.72,1642,3170,37,High
15-03-2021,2021,11,2021-W11,Assam,Dibrugarh,7.3,3.22,0.61,38,1.82,7.7,105.7,3.46,3.84,2005,3433,20,High
15-03-2021,2021,11,2021-W11,Assam,Jorhat,4.3,2.9,0.55,32.2,3.69,7.01,350.6,9.45,1.1,1891,2753,25,High
15-03-2021,2021,11,2021-W11,Assam,Nagaon,7.1,4.16,0.78,36.9,6.93,8.33,419.3,21.86,4.98,1274,2315,17,High
15-03-2021,2021,11,2021-W11,Meghalaya,East Khasi Hills,0.8,3.88,0.28,17.8,7.22,7.15,98.7,2.8,3.6,461,1474,0,Low
15-03-2021,2021,11,2021-W11,Meghalaya,West Khasi Hills,2.3,0.5,0.71,14.2,4.2,7.41,102.3,1.08,0.69,453,1161,0,Low
15-03-2021,2021,11,2021-W11,Meghalaya,Ri-Bhoi,5.7,3.14,0.55,20.9,7.22,7.89,173.8,3.66,0.6,148,918,4,Medium
15-03-2021,2021,11,2021-W11,Meghalaya,South West Garo Hills,8.8,1.26,0.48,13.7,5.65,7.91,113.7,3.03,2.9,250,1322,4,Medium
15-03-2021,2021,11,2021-W11,Manipur,Imphal West,6.3,2.04,0.4,27.2,7.14,7.42,249.8,3.74,0.94,26,46,8,Medium
15-03-2021,2021,11,2021-W11,Manipur,Imphal East,8.9,2.03,0.65,19,7.39,7.58,410.5,3.57,0.93,20,65,7,Medium
15-03-2021,2021,11,2021-W11,Manipur,Churachandpur,3.6,2.98,0.74,21.2,7.18,7.24,372.4,3.65,0.99,20,100,5,Medium
15-03-2021,2021,11,2021-W11,Manipur,Thoubal,1.5,3.71,0.66,20.9,6.6,7.66,293.3,3.6,0.86,25,96,6,Medium
15-03-2021,2021,11,2021-W11,Mizoram,Aizawl,3.3,1.55,0.44,27.2,4.76,8.08,171,1.67,0.58,1323,1586,38,High
15-03-2021,2021,11,2021-W11,Mizoram,Lunglei,10.9,0.8,0.63,21.2,2.81,6.24,258,1.09,0.35,732,1363,13,High
15-03-2021,2021,11,2021-W11,Mizoram,Kolasib,6,1.25,0.71,24.4,4.64,6.6,58.6,1.19,0.6,1600,1047,18,High
15-03-2021,2021,11,2021-W11,Mizoram,Serchhip,4.9,2.42,0.61,24.1,5,6.47,113.4,1.09,0.36,1192,1334,5,Medium
15-03-2021,2021,11,2021-W11,Nagaland,Kohima,7.4,1.21,0.73,28.1,5.43,7.39,212.4,2.56,6.62,492,919,0,Low
15-03-2021,2021,11,2021-W11,Nagaland,Dimapur,7.9,2.35,0.43,24.1,5.66,7.36,129.3,2.64,6.38,552,959,10,Medium
15-03-2021,2021,11,2021-W11,Nagaland,Mokokchung,1.3,2.36,0.42,27.5,5.43,7.71,193.8,1.59,2.32,600,935,3,Medium
15-03-2021,2021,11,2021-W11,Nagaland,Wokha,5.8,1.16,0.44,23.4,5.61,7.38,210,1.6,5.78,448,1698,0,Low
15-03-2021,2021,11,2021-W11,Tripura,West Tripura,5.3,1.53,0.86,25.8,5.27,6.71,221,1.64,0.89,33,323,0,Low
15-03-2021,2021,11,2021-W11,Tripura,North Tripura,0.4,0.5,0.57,28.7,4.79,7.06,144.1,2.12,0.76,31,98,0,Low
15-03-2021,2021,11,2021-W11,Tripura,South Tripura,5.7,0.62,0.63,26.6,4.72,7.52,123.9,2.13,0.67,29,160,0,Low
15-03-2021,2021,11,2021-W11,Tripura,Sepahijala,1.6,0.5,0.89,31.5,4.66,7.06,205.5,1.76,0.86,28,279,0,Low
15-03-2021,2021,11,2021-W11,Sikkim,East Sikkim,6.7,1.06,0.93,4.1,8.49,6.87,52.7,1.74,0.5,33,84,0,Low
15-03-2021,2021,11,2021-W11,Sikkim,North Sikkim,13.5,0.7,0.46,9.6,8.37,6.89,41.9,1.72,0.16,30,136,0,Low
15-03-2021,2021,11,2021-W11,Sikkim,West Sikkim,3,2.29,0.47,3.4,8.04,7.34,61.7,1.73,0.45,23,54,0,Low
15-03-2021,2021,11,2021-W11,Sikkim,South Sikkim,1.8,1.15,0.36,5,8.51,7.14,125.6,1.79,0.19,20,76,0,Low
15-03-2021,2021,11,2021-W11,Arunachal Pradesh,Papum Pare,1.7,2.43,0.28,29.1,7.73,6.85,164.6,1.93,2.61,1270,1755,6,Medium
15-03-2021,2021,11,2021-W11,Arunachal Pradesh,East Kameng,7,4.54,0.55,19.9,7.16,7.32,207.1,3.8,3.95,1111,2587,16,High
15-03-2021,2021,11,2021-W11,Arunachal Pradesh,West Siang,0.4,2.84,0.66,19.4,6.33,7.35,253.7,3.17,1.29,1537,1740,19,High
15-03-2021,2021,11,2021-W11,Arunachal Pradesh,Tawang,2,3.3,0.62,26.2,4.49,7.01,239,1.2,3.13,1094,2657,23,High
22-03-2021,2021,12,2021-W12,Assam,Kamrup Metro,1.1,3.98,0.29,24.1,3.81,7.43,445.5,7.82,3.9,1959,2261,42,High
22-03-2021,2021,12,2021-W12,Assam,Dibrugarh,1.9,7.55,0.53,35.7,8.38,8.3,156.3,20.65,2.88,1536,2758,19,High
22-03-2021,2021,12,2021-W12,Assam,Jorhat,6,7.95,0.52,32.4,8,7.82,263,24.85,1.22,1293,2173,26,High
22-03-2021,2021,12,2021-W12,Assam,Nagaon,5.8,4.51,0.6,22.3,6.28,7.45,321.5,9.01,0.94,1571,2218,18,High
22-03-2021,2021,12,2021-W12,Meghalaya,East Khasi Hills,3.4,2.73,0.34,14.1,4.49,7.39,44.1,3.13,1.09,274,1811,5,Medium
22-03-2021,2021,12,2021-W12,Meghalaya,West Khasi Hills,1.6,2.62,0.53,16.5,5.29,8.36,142.2,1.65,2.93,272,1237,0,Low
22-03-2021,2021,12,2021-W12,Meghalaya,Ri-Bhoi,2.9,2.3,0.72,14.4,5.38,8.52,201.2,1.77,1.24,187,1028,0,Low
22-03-2021,2021,12,2021-W12,Meghalaya,South West Garo Hills,0.9,2.49,0.32,13.9,7.17,7.69,191.9,2.46,2.45,281,1535,0,Low
22-03-2021,2021,12,2021-W12,Manipur,Imphal West,5.2,0.5,0.62,20.4,6.94,7.29,487.1,3.25,1.14,24,106,3,Medium
22-03-2021,2021,12,2021-W12,Manipur,Imphal East,7.4,2.56,0.81,24.3,6.47,7.25,425.4,3.29,0.58,16,66,6,Medium
22-03-2021,2021,12,2021-W12,Manipur,Churachandpur,5.2,0.68,0.73,18.7,7.04,7.38,353.9,4,0.46,21,61,5,Medium
